Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,BasketTP_USD,BasketSL_USD,TrailActivate_USD,TrailDistance_USD
582,6218.54,-3781.46,-2.858246,0.680240,-0.665741,-5.000000,0,51.3382,1323,20,8,10,6
346,6217.17,-3782.83,-3.647859,0.689085,-0.760504,-5.000000,0,48.5145,1037,15,14,10,4
486,6216.31,-3783.69,-3.439718,0.717448,-0.698802,-5.000000,0,52.8101,1100,15,10,12,5
591,6209.15,-3790.85,-3.539542,0.690398,-0.655072,-5.000000,0,51.8472,1071,15,12,10,6
299,6203.75,-3796.25,-2.737022,0.713540,-0.901536,-5.000000,0,41.0703,1387,30,14,6,4
306,6203.49,-3796.51,-2.801852,0.656349,-0.840008,-5.000000,0,43.9509,1355,15,8,8,4
509,6202.44,-3797.56,-2.552124,0.609576,-0.782001,-5.000000,0,46.6203,1488,30,8,4,6
211,6190.92,-3809.08,-3.367887,0.679436,-0.812945,-5.000000,0,45.6998,1131,15,10,10,3
466,6188.25,-3811.75,-3.707928,0.668216,-0.741020,-5.000000,0,49.0010,1028,15,12,10,5
312,6182.92,-3817.08,-2.844322,0.698321,-0.818916,-5.000000,0,44.5995,1342,20,10,8,4
309,6180.17,-3819.83,-2.835805,0.658210,-0.808659,-5.000000,0,45.9352,1347,30,8,8,4
609,6175.73,-3824.27,-3.514954,0.643933,-0.658469,-5.000000,0,56.6460,1088,30,8,12,6
64,6171.57,-3828.43,-2.854907,0.704056,-0.829113,-5.000000,0,44.4110,1341,30,10,8,2
459,6164.85,-3835.15,-3.174793,0.652153,-0.743595,-5.000000,0,49.1767,1208,30,8,10,5
323,6164.62,-3835.38,-3.041538,0.719082,-0.868474,-5.000000,0,43.0732,1261,25,14,8,4
589,6148.78,-3851.22,-3.274847,0.689025,-0.647571,-5.000000,0,53.9870,1176,30,10,10,6
314,6147.94,-3852.06,-2.842849,0.698563,-0.820264,-5.000000,0,44.9342,1355,30,10,8,4
62,6141.28,-3858.72,-2.868937,0.701822,-0.830227,-5.000000,0,44.7023,1345,20,10,8,2
528,6140.18,-3859.82,-2.381135,0.654675,-0.760382,-5.000000,0,47.4737,1621,25,6,6,6
63,6139.01,-3860.99,-2.859993,0.701682,-0.830310,-5.000000,0,44.7242,1350,25,10,8,2
347,6112.80,-3887.20,-3.691548,0.698696,-0.865993,-5.000000,0,43.6922,1053,20,14,10,4
616,6098.30,-3901.70,-4.208954,0.689479,-0.600906,-5.000000,0,63.3291,927,15,12,12,6
40,6091.01,-3908.99,-2.820339,0.703364,-0.719436,-5.000000,0,51.8296,1386,10,12,6,2
444,6086.16,-3913.84,-3.294478,0.667160,-0.715235,-5.000000,0,52.1756,1188,30,12,8,5
349,6074.44,-3925.56,-3.679063,0.693547,-0.871106,-5.000000,0,43.9528,1067,30,14,10,4
506,6066.60,-3933.40,-2.610086,0.606229,-0.787898,-5.000000,0,47.9265,1507,15,8,4,6
61,6060.69,-3939.31,-2.922337,0.695002,-0.833120,-5.000000,0,45.4774,1348,15,10,8,2
442,6052.51,-3947.49,-3.379700,0.662243,-0.716976,-5.000000,0,52.4965,1168,20,12,8,5
508,6051.10,-3948.90,-2.646716,0.594211,-0.800914,-5.000000,0,47.3334,1492,25,8,4,6
234,6050.58,-3949.42,-3.366939,0.669376,-0.796853,-5.000000,0,48.3405,1173,30,8,12,3
457,6046.07,-3953.93,-3.254263,0.638406,-0.749367,-5.000000,0,50.3093,1215,20,8,10,5
311,6042.29,-3957.71,-3.023461,0.678249,-0.824219,-5.000000,0,45.9451,1309,15,10,8,4
477,6032.36,-3967.64,-3.348219,0.645666,-0.672627,-5.000000,0,57.5325,1185,20,6,12,5
482,6030.57,-3969.43,-3.638341,0.637016,-0.703634,-5.000000,0,55.0221,1091,20,8,12,5
308,6028.83,-3971.17,-2.939430,0.644816,-0.840698,-5.000000,0,45.9352,1351,25,8,8,4
487,6019.81,-3980.19,-3.751357,0.683680,-0.715943,-5.000000,0,54.2227,1061,20,10,12,5
35,6016.98,-3983.02,-2.743127,0.697620,-0.865733,-5.000000,0,44.3444,1452,10,10,6,2
597,6007.70,-3992.30,-3.713767,0.700649,-0.624672,-5.000000,0,59.0035,1075,20,14,10,6
521,6007.40,-3992.60,-2.933578,0.640303,-0.686402,-5.000000,0,55.1135,1361,15,14,4,6
571,5999.87,-4000.13,-3.568359,0.669300,-0.545718,-5.000000,0,65.8883,1121,15,14,8,6
364,5995.03,-4004.97,-3.506979,0.703470,-0.767356,-5.000000,0,50.9047,1142,30,10,12,4
468,5991.40,-4008.60,-3.732402,0.660717,-0.751937,-5.000000,0,50.8305,1074,25,12,10,5
411,5972.43,-4027.57,-2.676126,0.671474,-0.817676,-5.000000,0,46.8446,1505,15,10,6,5
498,5969.93,-4030.07,-4.255618,0.689930,-0.640030,-5.000000,0,61.4141,947,25,14,12,5
307,5967.07,-4032.93,-2.963211,0.639337,-0.868369,-5.000000,0,45.1630,1361,20,8,8,4
552,5947.03,-4052.97,-2.675228,0.652686,-0.686709,-5.000000,0,55.1973,1515,20,6,8,6
529,5932.55,-4067.45,-2.526366,0.636295,-0.769798,-5.000000,0,49.4155,1610,30,6,6,6
464,5904.87,-4095.13,-3.494138,0.666581,-0.755899,-5.000000,0,51.6556,1172,30,10,10,5
602,5900.71,-4099.29,-3.343630,0.648974,-0.728969,-5.000000,0,54.8473,1226,20,6,12,6
233,5899.24,-4100.76,-3.484078,0.656840,-0.827388,-5.000000,0,48.3405,1177,25,8,12,3
462,5880.56,-4119.44,-3.594625,0.660460,-0.756990,-5.000000,0,51.8874,1146,20,10,10,5
446,5879.52,-4120.48,-3.422326,0.673811,-0.701148,-5.000000,0,55.9820,1204,15,14,8,5
624,5875.68,-4124.32,-4.582578,0.670820,-0.596710,-5.000000,0,67.4132,900,30,14,12,6
41,5874.54,-4125.46,-3.044620,0.670982,-0.719820,-5.000000,0,55.0230,1355,15,12,6,2
608,5872.16,-4127.84,-3.800958,0.615899,-0.710738,-5.000000,0,56.6460,1086,25,8,12,6
221,5864.65,-4135.35,-3.908648,0.671448,-0.738825,-5.000000,0,54.5917,1058,15,14,10,3
532,5854.03,-4145.97,-2.867199,0.604303,-0.790908,-5.000000,0,49.0517,1446,20,8,6,6
236,5843.62,-4156.38,-3.701140,0.695232,-0.771125,-5.000000,0,52.5710,1123,15,10,12,3
242,5831.20,-4168.80,-4.411429,0.680744,-0.552658,-5.000000,0,73.5716,945,20,12,12,3
588,5831.03,-4168.97,-3.536022,0.663584,-0.692579,-5.000000,0,54.6435,1179,25,10,10,6
396,5814.19,-4185.81,-2.855259,0.657795,-0.786004,-5.000000,0,50.7300,1466,15,14,4,5
322,5803.17,-4196.83,-3.390008,0.695865,-0.878424,-5.000000,0,46.5986,1238,20,14,8,4
89,5776.43,-4223.57,-3.522577,0.675373,-0.818505,-5.000000,0,49.2613,1199,30,10,10,2
324,5764.81,-4235.19,-3.382740,0.691033,-0.879393,-5.000000,0,46.9727,1252,30,14,8,4
216,5759.49,-4240.51,-4.089209,0.640642,-0.741843,-5.000000,0,55.7522,1037,15,12,10,3
496,5757.89,-4242.11,-4.302343,0.701317,-0.625482,-5.000000,0,66.1490,986,15,14,12,5
372,5755.02,-4244.98,-4.431086,0.698408,-0.723125,-5.000000,0,57.2556,958,20,14,12,4
87,5746.14,-4253.86,-3.536043,0.673162,-0.819565,-5.000000,0,49.5505,1203,20,10,10,2
88,5743.87,-4256.13,-3.523286,0.673025,-0.819643,-5.000000,0,49.5721,1208,25,10,10,2
194,5739.41,-4260.59,-3.845298,0.652104,-0.668510,-5.000000,0,62.1609,1108,30,12,8,3
193,5739.41,-4260.59,-3.845298,0.652104,-0.668510,-5.000000,0,62.1609,1108,25,12,8,3
192,5739.41,-4260.59,-3.845298,0.652104,-0.668510,-5.000000,0,62.1609,1108,20,12,8,3
341,5737.33,-4262.67,-4.224648,0.629805,-0.880077,-5.000000,0,47.2408,1009,15,12,10,4
338,5736.01,-4263.99,-3.607437,0.666229,-0.872454,-5.000000,0,47.6683,1182,25,10,10,4
334,5733.84,-4266.16,-3.493989,0.622402,-0.864580,-5.000000,0,47.7203,1221,30,8,10,4
332,5733.75,-4266.25,-3.479812,0.615292,-0.864583,-5.000000,0,47.7211,1226,20,8,10,4
441,5729.08,-4270.92,-3.685004,0.642024,-0.717659,-5.000000,0,56.6909,1159,15,12,8,5
66,5714.87,-4285.13,-3.541430,0.681280,-0.639522,-5.000000,0,64.4454,1210,15,12,8,2
469,5714.21,-4285.79,-4.132874,0.629614,-0.764198,-5.000000,0,53.4735,1037,30,12,10,5
357,5708.60,-4291.40,-3.940680,0.621282,-0.786377,-5.000000,0,53.2260,1089,20,8,12,4
214,5706.60,-4293.40,-3.888949,0.639531,-0.845640,-5.000000,0,49.5190,1104,30,10,10,3
171,5699.40,-4300.60,-3.542504,0.644081,-0.832625,-5.000000,0,50.3774,1214,15,14,6,3
572,5685.40,-4314.60,-3.818230,0.648413,-0.552784,-5.000000,0,69.1103,1130,20,14,8,6
564,5682.36,-4317.64,-3.524604,0.625214,-0.623686,-5.000000,0,62.8433,1225,30,10,8,6
563,5682.36,-4317.64,-3.524604,0.625214,-0.623686,-5.000000,0,62.8433,1225,25,10,8,6
69,5681.65,-4318.35,-3.568884,0.678809,-0.641300,-5.000000,0,64.7649,1210,30,12,8,2
68,5681.65,-4318.35,-3.568884,0.678809,-0.641300,-5.000000,0,64.7649,1210,25,12,8,2
67,5681.65,-4318.35,-3.568884,0.678809,-0.641300,-5.000000,0,64.7649,1210,20,12,8,2
213,5674.04,-4325.96,-3.886757,0.636986,-0.846624,-5.000000,0,49.8365,1113,25,10,10,3
86,5660.51,-4339.49,-3.655847,0.659416,-0.822493,-5.000000,0,50.3679,1187,15,10,10,2
467,5641.84,-4358.16,-4.306482,0.620891,-0.767202,-5.000000,0,54.1635,1012,20,12,10,5
114,5634.48,-4365.52,-3.873576,0.672346,-0.825420,-5.000000,0,51.5842,1127,30,10,12,2
94,5629.83,-4370.17,-3.669328,0.693543,-0.775842,-5.000000,0,53.1368,1191,30,12,10,2
93,5629.83,-4370.17,-3.669328,0.693543,-0.775842,-5.000000,0,53.1368,1191,25,12,10,2
92,5629.83,-4370.17,-3.669328,0.693543,-0.775842,-5.000000,0,53.1368,1191,20,12,10,2
623,5624.87,-4375.13,-4.839746,0.650637,-0.628328,-5.000000,0,67.9142,904,25,14,12,6
478,5620.43,-4379.57,-3.560626,0.626539,-0.751315,-5.000000,0,56.8546,1230,25,6,12,5
172,5618.80,-4381.20,-3.623821,0.637336,-0.849476,-5.000000,0,50.3034,1209,20,14,6,3
522,5610.45,-4389.55,-3.237131,0.611932,-0.732692,-5.000000,0,56.7648,1356,20,14,4,6
112,5604.19,-4395.81,-3.886658,0.670188,-0.826414,-5.000000,0,51.8797,1131,20,10,12,2
113,5601.92,-4398.08,-3.871549,0.670055,-0.826488,-5.000000,0,51.9018,1136,25,10,12,2
516,5587.50,-4412.50,-3.151786,0.588263,-0.796377,-5.000000,0,52.4985,1400,15,12,4,6
333,5582.50,-4417.50,-3.606122,0.609168,-0.868610,-5.000000,0,49.1839,1225,25,8,10,4
361,5579.78,-4420.22,-4.007452,0.674441,-0.783758,-5.000000,0,55.0070,1103,15,10,12,4
287,5560.63,-4439.37,-3.207637,0.629518,-0.900658,-5.000000,0,48.0748,1384,20,10,6,4
212,5550.67,-4449.33,-3.983286,0.634107,-0.850240,-5.000000,0,51.0398,1117,20,10,10,3
286,5549.06,-4450.94,-3.255991,0.630153,-0.900891,-5.000000,0,48.1876,1367,15,10,6,4
174,5543.44,-4456.56,-3.686154,0.631098,-0.851644,-5.000000,0,51.0384,1209,30,14,6,3
173,5543.44,-4456.56,-3.686154,0.631098,-0.851644,-5.000000,0,51.0384,1209,25,14,6,3
604,5526.52,-4473.48,-3.675826,0.614928,-0.758762,-5.000000,0,57.5037,1217,30,6,12,6
116,5523.10,-4476.90,-4.682950,0.646470,-0.663827,-5.000000,0,65.7777,956,15,12,12,2
603,5519.82,-4480.18,-3.708758,0.614730,-0.759036,-5.000000,0,57.5690,1208,25,6,12,6
195,5511.76,-4488.24,-3.784351,0.694047,-0.809090,-5.000000,0,53.7405,1186,10,14,8,3
611,5508.75,-4491.25,-4.075544,0.668032,-0.805075,-5.000000,0,54.4110,1102,15,10,12,6
499,5493.38,-4506.62,-4.789182,0.655920,-0.665357,-5.000000,0,66.0621,941,30,14,12,5
479,5479.70,-4520.30,-3.666099,0.614065,-0.757177,-5.000000,0,58.2272,1233,30,6,12,5
44,5476.61,-4523.39,-3.313839,0.657102,-0.722789,-5.000000,0,59.3470,1365,30,12,6,2
43,5476.61,-4523.39,-3.313839,0.657102,-0.722789,-5.000000,0,59.3470,1365,25,12,6,2
42,5476.61,-4523.39,-3.313839,0.657102,-0.722789,-5.000000,0,59.3470,1365,20,12,6,2
289,5471.64,-4528.36,-3.281420,0.621945,-0.902420,-5.000000,0,48.9427,1380,30,10,6,4
541,5468.40,-4531.60,-3.537549,0.618880,-0.722863,-5.000000,0,56.1574,1281,15,12,6,6
229,5451.97,-4548.03,-3.670726,0.609204,-0.819316,-5.000000,0,54.1412,1239,30,6,12,3
288,5439.08,-4560.92,-3.283600,0.619422,-0.903049,-5.000000,0,49.2603,1389,25,10,6,4
621,5435.11,-4564.89,-4.800095,0.667859,-0.672298,-5.000000,0,66.2254,951,15,14,12,6
507,5430.29,-4569.71,-3.030312,0.553175,-0.823178,-5.000000,0,53.2932,1508,20,8,4,6
228,5371.69,-4628.31,-3.708582,0.607834,-0.821892,-5.000000,0,54.9242,1248,25,6,12,3
70,5344.33,-4655.67,-3.886202,0.683919,-0.816697,-5.000000,0,55.2261,1198,10,14,8,2
337,5324.02,-4675.98,-4.024079,0.634208,-0.882370,-5.000000,0,51.6866,1162,20,10,10,4
239,5322.20,-4677.80,-4.176607,0.659073,-0.822679,-5.000000,0,55.4584,1120,30,10,12,3
354,5292.14,-4707.86,-3.763277,0.603560,-0.829765,-5.000000,0,55.3381,1251,30,6,12,4
238,5289.64,-4710.36,-4.172152,0.656854,-0.823688,-5.000000,0,55.7760,1129,25,10,12,3
339,5289.04,-4710.96,-4.009328,0.635075,-0.883142,-5.000000,0,52.0277,1175,30,10,10,4
353,5286.35,-4713.65,-3.749920,0.608379,-0.829938,-5.000000,0,55.3946,1257,25,6,12,4
553,5273.94,-4726.06,-3.109250,0.606705,-0.718780,-5.000000,0,61.4923,1520,25,6,8,6
343,5250.55,-4749.45,-4.484844,0.622113,-0.853961,-5.000000,0,54.2452,1059,25,12,10,4
362,5249.74,-4750.26,-4.528370,0.627167,-0.796426,-5.000000,0,58.1738,1049,20,10,12,4
121,5200.92,-4799.08,-4.813521,0.665593,-0.806082,-5.000000,0,58.0677,997,15,14,12,2
497,5193.95,-4806.05,-5.206988,0.638652,-0.684304,-5.000000,0,68.5007,923,20,14,12,5
111,5162.98,-4837.02,-4.458083,0.630082,-0.874801,-5.000000,0,53.9293,1085,15,10,12,2
39,5143.95,-4856.05,-3.410147,0.626630,-0.883570,-5.000000,0,52.8598,1424,30,10,6,2
554,5133.21,-4866.79,-3.195529,0.594509,-0.724673,-5.000000,0,62.8084,1523,30,6,8,6
232,5131.54,-4868.46,-4.263100,0.594022,-0.863034,-5.000000,0,55.0199,1142,20,8,12,3
37,5113.66,-4886.34,-3.421807,0.624436,-0.884209,-5.000000,0,53.1511,1428,20,10,6,2
38,5111.39,-4888.61,-3.411452,0.624305,-0.884256,-5.000000,0,53.1730,1433,25,10,6,2
587,5080.67,-4919.33,-4.218979,0.611754,-0.726653,-5.000000,0,61.4550,1166,20,10,10,6
36,5012.77,-4987.23,-3.480272,0.616539,-0.886285,-5.000000,0,54.1215,1433,15,10,6,2
544,5010.50,-4989.50,-3.867829,0.584344,-0.735888,-5.000000,0,60.0347,1290,30,12,6,6
543,5010.50,-4989.50,-3.867829,0.584344,-0.735888,-5.000000,0,60.0347,1290,25,12,6,6
161,4995.24,-5004.76,-4.191591,0.552035,-0.885172,-5.000000,0,55.1457,1194,15,10,6,3
217,4942.65,-5057.35,-4.958186,0.583476,-0.835144,-5.000000,0,59.0632,1020,20,12,10,3
119,4894.44,-5105.56,-5.126064,0.616870,-0.805287,-5.000000,0,61.8370,996,30,12,12,2
118,4894.44,-5105.56,-5.126064,0.616870,-0.805287,-5.000000,0,61.8370,996,25,12,12,2
117,4894.44,-5105.56,-5.126064,0.616870,-0.805287,-5.000000,0,61.8370,996,20,12,12,2
222,4887.16,-5112.84,-4.959108,0.604296,-0.883622,-5.000000,0,56.4354,1031,20,14,10,3
436,4876.49,-5123.51,-4.223833,0.576822,-0.791530,-5.000000,0,61.5599,1213,15,10,8,5
371,4875.00,-5125.00,-5.182002,0.653045,-0.706531,-5.000000,0,70.7487,989,15,14,12,4
562,4867.10,-5132.90,-4.266750,0.565002,-0.729187,-5.000000,0,63.9002,1203,20,10,8,6
519,4847.56,-5152.44,-3.662004,0.531782,-0.830586,-5.000000,0,58.7772,1407,30,12,4,6
518,4847.56,-5152.44,-3.662004,0.531782,-0.830586,-5.000000,0,58.7772,1407,25,12,4,6
566,4833.92,-5166.08,-4.355885,0.607934,-0.721303,-5.000000,0,64.1684,1186,15,12,8,6
219,4825.95,-5174.05,-5.092569,0.573760,-0.838261,-5.000000,0,60.2015,1016,30,12,10,3
218,4825.95,-5174.05,-5.092569,0.573760,-0.838261,-5.000000,0,60.2015,1016,25,12,10,3
607,4805.02,-5194.98,-4.646673,0.555692,-0.826910,-5.000000,0,61.2747,1118,20,8,12,6
224,4767.88,-5232.12,-5.074801,0.595064,-0.885973,-5.000000,0,57.5988,1031,30,14,10,3
223,4767.88,-5232.12,-5.074801,0.595064,-0.885973,-5.000000,0,57.5988,1031,25,14,10,3
196,4763.81,-5236.19,-4.625610,0.600726,-0.846190,-5.000000,0,60.3536,1132,15,14,8,3
246,4761.65,-5238.35,-5.243594,0.648868,-0.723692,-5.000000,0,70.5987,999,15,14,12,3
570,4695.37,-5304.63,-4.503081,0.635894,-0.795654,-5.000000,0,64.8360,1178,10,14,8,6
344,4694.24,-5305.76,-5.131296,0.579322,-0.867240,-5.000000,0,59.6711,1034,30,12,10,4
619,4677.27,-5322.73,-6.000823,0.553788,-0.736169,-5.000000,0,70.5201,887,30,12,12,6
342,4675.69,-5324.31,-5.199521,0.576298,-0.867642,-5.000000,0,59.8520,1024,20,12,10,4
318,4658.47,-5341.53,-4.335657,0.613987,-0.825791,-5.000000,0,63.0887,1232,25,12,8,4
321,4652.54,-5347.46,-4.351066,0.617128,-0.902021,-5.000000,0,57.8212,1229,15,14,8,4
542,4556.94,-5443.06,-4.265721,0.559446,-0.752448,-5.000000,0,64.0507,1276,20,12,6,6
618,4525.04,-5474.96,-6.214484,0.541096,-0.757223,-5.000000,0,70.5201,881,25,12,12,6
237,4493.33,-5506.67,-5.239458,0.586245,-0.845239,-5.000000,0,63.5427,1051,20,10,12,3
199,4486.65,-5513.35,-4.892059,0.579513,-0.864576,-5.000000,0,62.1968,1127,30,14,8,3
198,4486.65,-5513.35,-4.892059,0.579513,-0.864576,-5.000000,0,62.1968,1127,25,14,8,3
197,4486.65,-5513.35,-4.892059,0.579513,-0.864576,-5.000000,0,62.1968,1127,20,14,8,3
316,4397.31,-5602.69,-4.760144,0.577475,-0.830168,-5.000000,0,65.8243,1177,15,12,8,4
569,4389.93,-5610.07,-4.774528,0.558413,-0.724955,-5.000000,0,68.5196,1175,30,12,8,6
568,4389.93,-5610.07,-4.774528,0.558413,-0.724955,-5.000000,0,68.5196,1175,25,12,8,6
614,4387.35,-5612.65,-5.738906,0.528940,-0.803230,-5.000000,0,68.1528,978,30,10,12,6
164,4385.67,-5614.33,-4.835771,0.496678,-0.897200,-5.000000,0,61.0329,1161,30,10,6,3
163,4385.67,-5614.33,-4.835771,0.496678,-0.897200,-5.000000,0,61.0329,1161,25,10,6,3
162,4385.67,-5614.33,-4.835771,0.496678,-0.897200,-5.000000,0,61.0329,1161,20,10,6,3
517,4365.62,-5634.38,-4.059352,0.507383,-0.842799,-5.000000,0,63.3436,1388,20,12,4,6
317,4276.37,-5723.63,-4.703065,0.586656,-0.831604,-5.000000,0,67.1291,1217,20,12,8,4
319,4261.47,-5738.53,-4.669268,0.586999,-0.835865,-5.000000,0,66.9608,1229,30,12,8,4
613,4235.12,-5764.88,-5.930947,0.516237,-0.825016,-5.000000,0,68.1528,972,25,10,12,6
594,4196.83,-5803.17,-5.500635,0.552746,-0.765371,-5.000000,0,69.2789,1055,30,12,10,6
622,4154.53,-5845.47,-6.423593,0.573439,-0.768551,-5.000000,0,74.1827,910,20,14,12,6
45,4142.75,-5857.25,-4.619282,0.596631,-0.887794,-5.000000,0,64.1603,1268,10,14,6,2
593,4044.60,-5955.40,-5.677216,0.541077,-0.769989,-5.000000,0,70.6698,1049,25,12,10,6
567,4033.86,-5966.14,-5.064635,0.543459,-0.737054,-5.000000,0,71.6724,1178,20,12,8,6
46,4007.01,-5992.99,-4.602911,0.581547,-0.843092,-5.000000,0,67.6376,1302,15,14,6,2
48,3888.61,-6111.39,-4.759650,0.573039,-0.845662,-5.000000,0,68.7642,1284,25,14,6,2
47,3888.61,-6111.39,-4.759650,0.573039,-0.845662,-5.000000,0,68.7642,1284,20,14,6,2
617,3806.38,-6193.62,-6.935745,0.520141,-0.772028,-5.000000,0,78.2469,893,20,12,12,6
49,3626.77,-6373.23,-4.963575,0.554731,-0.851059,-5.000000,0,71.2556,1284,30,14,6,2
612,3610.08,-6389.92,-6.454465,0.497014,-0.854232,-5.000000,0,72.9584,990,20,10,12,6
247,3601.93,-6398.07,-6.623261,0.578257,-0.799102,-5.000000,0,78.0912,966,20,14,12,3
248,3596.82,-6403.18,-6.390399,0.593072,-0.812970,-5.000000,0,76.8205,1002,25,14,12,3
592,3542.30,-6457.70,-6.074976,0.527391,-0.784015,-5.000000,0,75.2594,1063,20,12,10,6
249,3521.46,-6478.54,-6.465609,0.588282,-0.814743,-5.000000,0,77.5555,1002,30,14,12,3
71,3310.20,-6689.80,-5.570192,0.555763,-0.861859,-5.000000,0,72.2439,1201,15,14,8,2
74,3276.98,-6723.02,-5.597852,0.553557,-0.862448,-5.000000,0,72.5530,1201,30,14,8,2
73,3276.98,-6723.02,-5.597852,0.553557,-0.862448,-5.000000,0,72.5530,1201,25,14,8,2
72,3276.98,-6723.02,-5.597852,0.553557,-0.862448,-5.000000,0,72.5530,1201,20,14,8,2
